WT	Climate	NEE	WT	Climate	CH4	WT	Climate	N2O
-15.65217391	2	-1.75862069	-5	2	0.744			
-15.65217391	3	4.41	-5	2	0.51744095			
-15.7	2	-0.130909091	-5	2	0.46112531			
-15.73529412	2	0.872503515	-5	2	0.24			
-15.75	2	-0.925	-5	2	0.075124133			
-15.9	2	-1.393227123	-5	2	0.06027185			
-15.96259209	2	0.660923477	-5	2	0.056997317			
-16	2	0.357390263	-5	2	0.0435			
-16	1	-3	-5	2	0.029543443			
-16	2	0.43643664	-5	2	0.025960439			
-16.14155251	1	0.806379564	-5	2	0.020787626			
-16.27906977	2	-0.59	-5	2	0.010489457			
-16.46118721	1	0.806379564	-5	2	0.010419853			
-16.5	2	1.17697	-5	2	0.0102402			
-16.5	2	0.950591909	-5	2	0.251963015			
-16.5	2	-0.163636364	-5	2	0.166390448			
-16.52173913	2	-1.689655172	-5	2	0.042108675			
-16.7972223	2	-0.035142415	-5	2	0.0296802			
-16.86927868	2	-0.084141676	-5	2	0.0107928			
-16.8906	2	-0.758	-5.040650407	2	0.053097345			
-16.91549641	2	0.4782545	-5.1	2	0.01002016			
-17	2	2.376968739	-5.2	2	0.013004678			
-17	2	1.099972368	-5.3	2	0.057321429			
-17	2	-0.85	-5.33	2	0.036072164			
-17	2	0.6684312	-5.335992518	1	0.036			
-17.1	2	-1.00105545	-5.412311266	2	0.111504425			
-17.3	2	-0.111818182	-5.424269715	2	0.137			
-17.44358894	3	3.16	-5.491803279	2	0.103980391			
-17.5	2	1.549490909	-5.5	2	0.0325886			
-17.5	2	1.214222091	-5.6	2	0.292			
-17.5	2	0.697537695	-5.7	2	0.190473938			
-17.54371037	2	-0.613118219	-5.8	2	0.02217375			
-17.8	2	-1.197141286	-5.8	2	0.018746975			
-17.88819876	1	-1.933762727	-5.8	1	0			
-17.94117647	2	1.259270066	-5.833333333	2	0.065223197			
-18	2	-0.326180258	-5.863634019	2	0.1659			
-18	1	-1.090909091	-5.9	2	0.29685			
-18.31	1	0.2817736	-5.9	2	0.002255376			
-18.9	2	-0.286363636	-5.995807128	2	0.00456			
-18.90583458	2	-3.96	-6	2	0.13572848			
-19	2	3	-6	2	0.068701054			
-19	2	0.681818182	-6	2	0.0673904			
-19	2	0.13921802	-6	2	0.028894759			
-19.00373702	2	-0.33	-6	2	0.02775			
-19.2	2	0.738915658	-6	2	0.0225			
-19.3	2	-1.720036851	-6.1	2	0.13657216			
-19.4	2	0.11828468	-6.109145222	1	0.046			
-19.75	2	-3	-6.145552561	1	0.129			
-19.8	2	-20.90793135	-6.196	2	0.031			
-20	2	-0.106909091	-6.2	2	0.0945			
-20	2	-0.471	-6.229508197	2	0.020294929			
-20	2	-0.797	-6.25	1	0.3975			
-20	2	-1.011818182	-6.3	2	0.1035			
-20	1	-1.363636364	-6.3	2	0.024			
-20	1	-1.462123636	-6.314363144	2	0.10619469			
-20	3	0.272727273	-6.4	2	2.698930451			
-20.1	2	-1.687355878	-6.4	2	0.041735374			
-20.12345679	1	-0.243545455	-6.4	2	0.026198369			
-20.17	2	-1.3	-6.5	2	0.1116			
-20.4040404	1	0.325329891	-6.557193409	1	0.042			
-20.71742611	3	-0.91	-6.619623965	2	0			
-20.8	2	-0.049090909	-6.666666667	2	0.03285			
-21	2	4.08	-6.7	2	0.010271155			
-21	2	-0.59	-6.775	1	0.15			
-21.08543547	3	-0.55	-6.8757259	2	0.111504425			
-21.25	3	-0.499	-6.926829268	2	0.122123894			
-21.29829376	3	3.894	-7	1	0.1571			
-21.3	2	-13.77246313	-7	1	0.127			
-21.45	2	-0.469882421	-7	2	0.116102319			
-21.45	2	-0.469882421	-7	2	0.0525			
-21.49152542	2	2.146363636	-7.04	2	0.35572608			
-21.6	2	-0.010321	-7.051396925	2	0.067			
-21.7	2	0.610730258	-7.1	2	0.058575			
-21.75084175	1	-0.520579127	-7.1	2	0.266937594			
-21.8	2	-1.425908096	-7.154471545	2	0.10619469			
-22	2	-1.674183253	-7.2	2	0.06975			
-22.20779221	1	1.102355072	-7.3	2	0.220425			
-22.5	2	2.102727273	-7.368421053	2	0.219			
-22.5	2	-2.32	-7.398373984	2	0.031858407			
-22.5	2	-3.11	-7.5	2	0.046875			
-22.5	2	-4.46	-7.59	3	0.013302116			
-22.63333333	2	0.3322072	-7.6	2	0.07665			
-22.8	2	-0.668441273	-7.6	2	0.010442			
-23	2	4.9	-7.7	2	0.032681945			
-23	2	0.858369099	-7.7	2	0.031125			
-23	2	-0.5304	-7.7	1	0.02433741			
-23	2	-7.058137716	-7.8	2	1.195323379			
-23.1	2	2.267526553	-8	2	0.18			
-23.4	2	-1.154280177	-8	1	0.172			
-23.4	2	-1.327865178	-8	2	0.155850248			
-23.52622964	2	0.357709883	-8	2	0.09825			
-23.52941176	3	4.43	-8	2	0.082932568			
-23.52941176	3	5.13	-8	2	0.06454298			
-23.8	2	-5.235683732	-8	2	0.051492305			
-24	2	0.25638699	-8	2	0.013128066			
-24	2	-5.527969368	-8	2	0.010442			
-24	1	1.106	-8	2	0.00029484			
-24.134	2	0.11	-8	1	0.171428571			
-24.2	2	4.419818182	-8.1	2	0.054134635			
-24.3	2	-3.275590152	-8.166666667	2	0.00405			
-24.4	2	-3.042080031	-8.197026022	2	0.0389162			
-24.5	2	-3.632862373	-8.197026022	2	0.03322136			
-24.78114478	1	0.454279436	-8.2	2	0.09199021			
-24.9	2	-18.80801351	-8.222222222	2	0.302916496			
-25	2	5.163448382	-8.25	2	0.1815			
-25	2	0.561450836	-8.3	2	0.135225			
-25	2	0.085655669	-8.3	2	0.023492675			
-25	2	0.02	-8.4	3	0.0102			
-25	1	0.19	-8.4	2	0.017441908			
-25	1	0.08	-8.547053679	2	0.05357514			
-25	1	0.07	-8.7	2	0.0027108			
-25	1	-0.23	-8.8	2	0.15091472			
-25	1	-0.31	-8.8	2	0.036177931			
-25	1	-0.35	-8.821138211	2	0.047787611			
-25	1	-0.38	-8.833333333	2	0.0159			
-25	1	-0.66	-9	2	0.1125			
-25.07246377	2	18.65727273	-9	2	0.098060277			
-25.13274336	2	0.631469589	-9	2	0.07134515			
-25.25	2	-0.033630273	-9	2	0.067627685			
-25.25	2	-0.041922545	-9	2	0.015097532			
-25.25	2	-0.042844091	-9.1	2	0.0404981			
-25.25	2	-0.051597	-9.1	2	0.010518915			
-25.25	2	-0.052979182	-9.2	2	0.245475			
-26	2	0.28	-9.2	2	0.0093			
-26.08695652	2	-2.206896552	-9.248554913	3	2.478715			
-26.28571429	2	-0.039965339	-9.248554913	3	2.478715			
-26.4	2	-1.033736422	-9.248554913	3	2.478715			
-26.5	2	-1.327865178	-9.268292683	2	0.053097345			
-26.7	2	3.88052617	-9.284	2	0.13			
-26.9	2	-0.73	-9.294187426	2	0.07125			
-27	2	0.773883273	-9.3	2	0.064368946			
-27	2	-0.600858369	-9.3	1	0.061391835			
-27	1	6.9	-9.4	2	0.171938171			
-27.5257732	1	3.319019091	-9.473684211	2	0.142			
-27.6	2	2.628	-9.514563107	2	0.010315448			
-27.6	2	1.756	-9.6	2	0.035437336			
-27.6	2	1.033	-9.956687166	2	0.00075			
-27.66839378	1	0.051956855	-10	2	0.465			
-27.72	2	-0.68304384	-10	2	0.435872093			
-27.97101449	2	13.93363636	-10	2	0.3675			
-28	2	3.2	-10	2	0.320689655			
-28	2	1.37596021	-10	2	0.254461993			
-28	2	0.291845494	-10	2	0.241494747			
-28	2	0.00344169	-10	2	0.186089242			
-28.2	2	-17.23250841	-10	2	0.17637931			
-28.28282828	2	-1.27	-10	2	0.09981935			
-28.7	2	-0.104884	-10	2	0.09254261			
-29	2	1.364912113	-10	2	0.08775			
-29	2	-0.766592942	-10	2	0.076457071			
-29	2	0.483186083	-10	2	0.067026346			
-29.25373134	2	2.46	-10	2	0.059953303			
-29.6	2	0.665209053	-10	2	0.056097561			
-29.83436507	3	3.13	-10	2	0.055696721			
-29.9	2	-1.621993933	-10	2	0.048839286			
-30	2	0.790909091	-10	2	0.036507937			
-30	2	0.59	-10	2	0.0312075			
-30	2	-0.64	-10	2	0.02863385			
-30	1	8.3	-10	2	0.01423856			
-30	1	2.182840133	-10	2	0.010655557			
-30	1	0.354545455	-10	3	0.010173913			
-30	1	-3	-10	3	0.009			
-30	1	0.369158699	-10	1	0.008114754			
-30	1	0.102318605	-10	2	0.045294421			
-30	1	0.039022393	-10.1	1	0.063955008			
-30	1	-0.199773062	-10.1	2	0.042159095			
-30	1	1.732	-10.16666667	2	0.060825			
-30	1	1.011	-10.3	2	0.043425			
-30	1	0.44	-10.3	2	0.02705195			
-30	1	0.027	-10.3	2	0.024208333			
-30	1	-0.064	-10.4	2	0.0750075			
-30	1	-0.74	-10.49	3	0.006783311			
-30.09078735	2	-0.84	-10.6	2	0.08542406			
-30.2	2	1.710988275	-10.6	2	0.04858			
-30.3	2	5.785249293	-10.61272727	2	0.0011			
-30.34	2	0.523617008	-10.68292683	2	0.122123894			
-30.34	2	0.523617008	-10.73770492	2	0.080183577			
-30.8	2	-2.65981241	-10.74074074	1	0.0525			
-31	2	3.9	-10.79379201	2	0.044175			
-31	2	-0.463519313	-11	2	1.09625816			
-31	1	1.027	-11	2	0.5445			
-31.60793103	2	-1.115912409	-11	2	0.30825			
-31.93990592	2	-0.840886379	-11	2	0.1823418			
-32	2	3.543910545	-11.05263158	2	0.149			
-32	2	1.795927818	-11.1	2	0.010245186			
-32	2	1.394509296	-11.1	2	0.053656231			
-32	2	0.4	-11.2	2	0.138			
-32	2	-0.291845494	-11.2	2	0.009654745			
-32	1	-0.83	-11.25827815	1	0.351			
-32.6	2	5.974710147	-11.34	3	0.004426919			
-32.697	2	-1.25	-11.36454545	2	0.016			
-32.84	2	-0.94608	-11.4	2	2.950879418			
-33	2	1.601689577	-11.5	2	0.05362787			
-33	2	0.23	-11.57199981	3	0.012975			
-33	2	-0.49	-11.6	2	0.17437875			
-33	1	3.3	-11.6	2	0.02689376			
-33.04347826	2	-2.563522	-11.6	2	-0.01207371			
-33.16	2	-0.55	-11.6	2	0.010567286			
-33.71428571	2	-0.073206495	-11.60137581	2	0.066			
-33.79	2	-1.0217664	-11.62601626	2	0.037168142			
-34.14507772	1	0.098378691	-11.7	2	0.063973496			
-34.454	2	-1.14	-11.7	2	7.59078E-05			
-35	2	3.779352851	-11.8	2	0.026175			
-35	2	-0.71	-11.8	2	0.01575			
-35.1	2	-0.407103527	-12	2	0.070020325			
-35.5	2	0.8	-12	2	0.039			
-36	2	0.63	-12	2	0.025341429			
-36	2	-0.42	-12	2	0.025341429			
-36.03758621	2	-0.33810219	-12	2	0.025341429			
-36.504	1	-1.47	-12	2	0.025341429			
-36.8	2	0.4919136	-12.1	2	0.1696866			
-37	1	-0.78	-12.17189315	2	0.037168142			
-37.49	2	7.6	-12.2	2	0.2809469			
-37.5	2	-8.072079425	-12.2	2	0.046390678			
-38	1	-2.2681	-12.4	2	0.011035213			
-38	1	-2.562	-12.4	2	0.009613905			
-38.57	2	-0.78	-12.437	2	0.03			
-38.67579909	1	0.241499113	-12.5	2	0.1725			
-38.7	2	7.284304346	-12.5	2	0.1275			
-38.80829016	1	0.449121455	-12.5	2	0.05884814			
-39	2	5.7	-12.5	2	0.012603508			
-39	2	0.755364807	-12.5	2	0.009625			
-39.25	2	-0.7947072	-12.5	2	0.0029			
-39.32642487	1	-0.370997655	-12.5203252	2	0.037168142			
-40	3	5.91	-12.59	3	0.010934354			
-40	3	1.07	-12.6	2	0.0327			
-40	2	0.826800345	-12.6	2	0.013052135			
-40	1	3	-12.63157895	2	0.147			
-40	1	-2.372727273	-12.74	2	0.035186607			
-40.34285714	2	-0.14189781	-12.76422764	2	0.053097345			
-40.7	2	4.59	-12.82	2	0.015282614			
-40.8	2	1.706407424	-12.9	2	0.009542944			
-40.95	2	-3.378377476	-12.9	2	0.019102903			
-41	2	2.197568389	-13	2	0.025608995			
-42.4	2	-1.501082251	-13	2	0.02475			
-42.95336788	1	-0.9538496	-13	2	0.02085934			
-42.96296296	1	5.168674818	-13	2	0.013543219			
-43	2	0.16	-13	3	0.027156			
-43.11	2	1.201211089	-13.00675676	2	0.133125			
-43.11	2	1.201211089	-13.1	2	0.1137			
-44	2	-0.047325472	-13.17319098	2	0.005625			
-44.3	2	-0.28	-13.2	2	2.290659284			
-44.5	2	-0.63	-13.5	2	0.035475			
-44.65530455	2	-0.379820401	-13.5	2	0.013780116			
-45	3	3.73	-13.52845528	2	0.05840708			
-45	2	0.14	-13.6	2	0.055763435			
-45	1	17.07	-13.625	2	0.156673912			
-45	1	15.84	-13.67875648	1	0.010357255			
-45	1	14.28	-13.8	2	0.011035213			
-45	1	11.39	-14	2	0.065025			
-45.13119534	2	0.045	-14	2	0.283125			
-45.44090092	2	-0.41224961	-14	2	0.072			
-45.65696223	2	0.694736842	-14	2	0.010497303			
-45.65696223	2	-0.416842105	-14.1	2	0.04983922			
-45.70776256	1	0.86176	-14.1	2	0.016492768			
-46	1	2.678	-14.19859783	2	0.00375			
-47.30593607	1	1.072205658	-14.2	2	0.0018			
-47.9316625	2	0.191194777	-14.3	2	0.111277579			
-48	3	2.02	-14.3	2	0.012221638			
-48	1	-0.027272727	-14.30555556	1	0.0875			
-48.32084707	2	0.330585118	-14.31027451	3	0.012825			
-49	2	0.16	-14.45	2	0.14			
-49	1	8.15	-14.5	2	0.010560643			
-49	1	3.5	-14.55555556	2	0.026602184			
-50	2	-0.5	-14.7	2	0.01423856			
-50	2	-0.7	-14.7	2	0.00786			
-50	1	13.54	-14.7	2	0.007626713			
-50	3	-8.96	-14.78	2	0.009			
-50.02	2	-0.55	-14.8	2	0.09221808			
-50.85714286	2	-0.046122895	-15	2	0.33046037			
-51.68777429	2	-0.022773723	-15	2	0.180282694			
-52	2	1.424750277	-15	2	0.09825			
-52	2	-0.737993792	-15	2	0.096368462			
-52	1	13.93	-15	2	0.04413647			
-52	2	0.299413521	-15	1	0.02081376			
-52.8673428	2	-0.602043796	-15	2	0.010726742			
-53.13432836	2	2.44	-15	2	0.00751033			
-54	2	-0.059862111	-15	3	0.076215			
-54	1	-3.956334545	-15	3	0.04137			
-54.33789954	1	0.994673047	-15	2	0.010385052			
-54.89	2	4.494004607	-15.1	3	0.0045			
-54.89	2	2.642305593	-15.19880571	2	0.064			
-54.89	2	2.568709297	-15.28469751	2	0.00405			
-54.89	2	-1.876424201	-15.3	2	0.0978			
-55	2	6.3	-15.48699247	2	0.149			
-55	2	1.128134648	-15.49	3	0.012295285			
-56	3	4.43	-15.65	2	0.02924959			
-56	1	12.55	-15.65217391	3	0.009375			
-56	1	10.19	-15.73529412	2	0.011848463			
-56.3	2	-3.691175985	-15.75	2	0.099			
-57	2	-0.04	-15.7777777	2	0.010596096			
-57.44021275	2	-0.323679489	-15.83333333	2	0.03585			
-58	3	5.55	-15.86527294	2	0.053097345			
-58.23834197	1	6.437538345	-15.9	2	0.06833954			
-58.47842972	2	0.457975803	-15.9	2	0.014950415			
-58.59	2	2.55	-15.96259209	2	0.010442			
-58.71939655	2	-0.190948905	-16	2	0.00975			
-59	3	4.28	-16	1	0.223			
-59.14285714	2	-0.91	-16	2	0.028847723			
-59.48051948	1	0.83	-16	2	0.013			
-60	2	-0.31	-16	2	0.009604859			
-60.12584968	2	1.940159255	-16	2	0.008942359			
-60.23535936	2	-0.059485676	-16	2	0.000166926			
-60.2689989	2	-0.068520189	-16	2	0.018462233			
-62.9	2	0.016642558	-16.1	2	0.0180675			
-63	1	15.52	-16.5	2	0.05064375			
-64.12	2	6.51	-16.5	2	0.011894904			
-64.28571429	2	-0.039853822	-16.6	2	0.040125			
-65	3	4.97	-16.8	2	0.083335952			
-65	2	3.41	-16.8	2	0.018746975			
-65	2	2.99	-16.8	2	0.00495			
-65	2	1.74	-16.8906	2	0.0005			
-65	1	18.23	-16.91549641	2	0.02615554			
-65.45	2	6.03	-17	2	0.00075			
-67	3	5.04	-17	2	0.053678862			
-67	1	11.3	-17	2	0.036			
-67	1	-0.06	-17	2	0.000211517			
-67.09066622	2	-0.352066203	-17.06666667	2	0.01392218			
-67.27272727	1	1.57	-17.1	2	0.025875			
-70	1	8.3	-17.1	2	0.014775			
-71.16883117	1	1.23	-17.1	2	0.069098852			
-72	2	0.725968148	-17.34	3	0.005887416			
-72	1	16.85	-17.44358894	3	0.193			
-72	1	13.85	-17.5	2	0.0771			
-73	3	5.95	-17.5	2	0.02078636			
-73	2	-0.3	-17.5	2	0.016739496			
-74	2	-0.63	-17.5	2	0.010753178			
-75	1	4.6	-17.67606843	2	0.012			
-75.2777775	2	2.151255455	-17.75	2	0.02230625			
-76	1	7.9	-17.8	2	0.073702181			
-77	3	6.09	-17.85467128	2	0.02775			
-82	2	2.78	-17.88819876	1	0.02785951			
-85.97014925	2	6.63	-17.94117647	2	0.010480512			
-86.11	2	3.08	-18	2	0.010575			
-87	1	-0.258021818	-18	2	0.00024			
-92.49	2	-1.518	-18	1	0.123214286			
-97.8	2	11.6037943	-18.03333333	2	0.033173979			
			-18.1	2	0.01917219			
			-18.1	3	0.00876			
			-18.1	2	0.012577565			
			-18.22261037	2	0.259			
			-18.5	2	0.003321191			
			-18.7	2	0.06165			
			-18.8	2	0.00375			
			-18.9	2	0.14925			
			-18.90583458	2	0.121			
			-19	2	0.203			
			-19	2	0.08775			
			-19	2	0.015			
			-19.00373702	2	0.078			
			-19.2	2	0.008297647			
			-19.21	2	0.00633007			
			-19.3	2	0.061434547			
			-19.4	2	0.011013467			
			-19.4	2	0.006153293			
			-19.43089431	2	0.05840708			
			-19.5	2	0.0051			
			-19.71714468	2	0.003			
			-19.74683544	2	0.010837475			
			-19.8	2	2.250867047			
			-19.9	2	0.009640983			
			-20	2	0.197877647			
			-20	2	0.189625763			
			-20	2	0.148366344			
			-20	2	0.134292763			
			-20	2	0.089616095			
			-20	2	0.050661808			
			-20	2	0.0389162			
			-20	2	0.03283997			
			-20	2	0.03166113			
			-20	2	0.03166113			
			-20	2	0.03148125			
			-20	2	0.030614754			
			-20	2	0.0294248			
			-20	2	0.025			
			-20	2	0.01613684			
			-20	2	0.015			
			-20	2	0.012			
			-20	2	0.010634201			
			-20	2	0.00980924			
			-20	2	0.00975			
			-20	2	0.009168254			
			-20	2	0.00632906			
			-20	2	0.00195			
			-20	1	0.00147541			
			-20	2	0.0009			
			-20	2	0.000495			
			-20.1	2	0.072254743			
			-20.1	2	0.057566801			
			-20.1	2	0.009516589			
			-20.12345679	1	0.0441			
			-20.3	2	0.010242563			
			-20.6	2	0.023775			
			-20.7	2	0.001428837			
			-20.72727273	2	0.008768043			
			-20.72727273	2	0.003900725			
			-20.72727273	2	0.003197017			
			-20.9	2	0.203622069			
			-20.91428571	2	0.02325			
			-21	2	0.11864396			
			-21	2	0.038			
			-21	2	0.019340188			
			-21	2	0.013814495			
			-21.06666667	2	0.013052135			
			-21.1	2	0.079565968			
			-21.16666667	2	0.138040002			
			-21.22201428	2	0.00375			
			-21.3	2	1.338820103			
			-21.3	2	0.008376165			
			-21.4	2	0.014950415			
			-21.45	2	0.123199832			
			-21.6	2	0.14754			
			-21.6	2	0.117322757			
			-21.7	2	0.009369823			
			-21.8	2	0.071946272			
			-22	2	0.01275			
			-22	2	0.364411899			
			-22	2	0.105			
			-22.1	2	0.0246			
			-22.20779221	1	0.013052135			
			-22.25	2	0.121175			
			-22.34	3	0.007571139			
			-22.5	2	0.3227			
			-22.5	2	0.3127			
			-22.5	2	0.051824504			
			-22.5	2	0.045204253			
			-22.5	2	0.013479248			
			-22.63333333	2	0.107487714			
			-22.8	2	0.217317923			
			-22.89017341	3	0.002060241			
			-23	2	0.715994362			
			-23	2	0.1308			
			-23	2	0.104			
			-23.1	2	-0.136446203			
			-23.18181818	2	0.013078258			
			-23.18181818	2	0.006686239			
			-23.18181818	2	0.002991768			
			-23.27	2	0.052863247			
			-23.4	2	0.180871951			
			-23.4	2	0.110813555			
			-23.4	1	0.010442			
			-23.4	1	0.051083528			
			-23.5	3	0.025404			
			-23.51626016	2	0.037168142			
			-23.6	2	0.0078			
			-23.79746835	2	0.01408037			
			-23.8	2	0.266591158			
			-24	2	0.425928035			
			-24	2	0.20910333			
			-24	1	0.0019			
			-24	2	0			
			-24	2	-0.000525			
			-24.134	2	0.08			
			-24.2	2	0.362034375			
			-24.2	2	0.037995914			
			-24.2	1	0.012757902			
			-24.3	2	0.024323785			
			-24.4	2	0.248438855			
			-24.5	2	0.38155574			
			-24.6	2	0.092423968			
			-24.6	2	0.06786497			
			-24.9	2	1.936109871			
			-25	3	0.18478125			
			-25	2	0.068			
			-25	2	0.015356172			
			-25	2	0.013170778			
			-25	2	0.010028854			
			-25	2	0.006305063			
			-25	2	0.003959368			
			-25	2	0.002339283			
			-25	2	0.00003			
			-25	2	-0.162178443			
			-25	3	-0.001			
			-25	3	-0.005			
			-25.07246377	2	0.000675			
			-25.1	2	0.113233862			
			-25.1	2	0.015543628			
			-25.13274336	2	0.010442			
			-25.18	2	0.008424705			
			-25.25316456	2	0.00075			
			-25.3	2	0.097051025			
			-25.5	2	0.019340188			
			-25.5	2	0.015852098			
			-25.8	2	0.011509783			
			-25.8	2	0.010364044			
			-25.99303136	2	0.042477876			
			-26	2	0.051854876			
			-26	2	0.018			
			-26	2	0.013			
			-26	2	-2.99535E-05			
			-26.1	2	0.443487125			
			-26.1	2	0.077237728			
			-26.2	2	0.0183			
			-26.4	2	0.053414314			
			-26.4	2	0.005940194			
			-26.5	2	0.063190456			
			-26.7	2	-0.013145887			
			-26.8	2	0.15518585			
			-26.8	2	0.045916108			
			-27	2	0.012648751			
			-27	2	-0.000525			
			-27	1	-0.0009845			
			-27	2	-1.16278E-05			
			-27.2	2	0.001102738			
			-27.4	3	0.001834			
			-27.5	2	0.017925			
			-27.5257732	1	0.026843139			
			-27.6	2	0.032			
			-27.66839378	1	0.020958312			
			-27.8	2	0.0288			
			-27.8	2	0.001610741			
			-27.97101449	2	0.000075			
			-28	2	0.141			
			-28	2	0.0800456			
			-28	2	0.048668614			
			-28	2	0.025487805			
			-28	2	0.105521082			
			-28.2	2	1.757609758			
			-28.4	3	0			
			-28.6504065	2	0.037168142			
			-28.9	2	0.008025			
			-29	2	0.0858459			
			-29	2	0.02312251			
			-29	2	0.02218476			
			-29	2	0.012577793			
			-29.45736434	2	0.02183168			
			-29.6	2	0.008297647			
			-29.83436507	3	0.008325			
			-29.9	2	0.080654632			
			-29.99	2	0.000266529			
			-30	2	0.0042			
			-30	2	0.147521545			
			-30	2	0.131172608			
			-30	2	0.057899			
			-30	2	0.025			
			-30	2	0.0135			
			-30	2	0.010128784			
			-30	2	0.008856936			
			-30	1	0.005051822			
			-30	2	0.0027			
			-30	2	0.000975			
			-30	1	0.000075			
			-30	1	-0.00015			
			-30	1	-0.00121			
			-30	1	0.001			
			-30	1	0			
			-30	1	-0.001			
			-30.09078735	2	0.025			
			-30.1	2	-0.000375			
			-30.1	2	0.0104648			
			-30.2	2	0.01606681			
			-30.2	2	-0.061393837			
			-30.4	2	0.009654745			
			-30.8	2	0.216683654			
			-30.9	2	-0.00033944			
			-31	2	0.021			
			-31	1	0.00117			
			-31	2	-1.16278E-05			
			-31.1	2	0.028570574			
			-31.58362989	2	0.0012			
			-31.60793103	2	0.030948905			
			-31.7	2	0.027155172			
			-31.8	2	0.019221545			
			-31.8	2	0.009804752			
			-31.9	2	0.016575			
			-31.9	2	0.079349564			
			-31.9	2	0.077237728			
			-31.9	2	0.063024356			
			-31.9	2	0.010679285			
			-31.97854883	3	0.00105			
			-32	2	0.0015			
			-32	2	0.01			
			-32	2	0.001414773			
			-32	1	-0.002			
			-32.3	2	0.03970715			
			-32.3	2	0.195761585			
			-32.44	2	0.003278341			
			-32.697	2	0.06			
			-32.7	1	-0.001513728			
			-32.8	2	0.040125			
			-33	2	0.0009			
			-33	2	0.042			
			-33	2	0.019			
			-33	2	0.00751033			
			-33	2	-0.0000225			
			-33	1	-0.0012555			
			-33.04347826	2	0.152243516			
			-33.05270605	2	0.0015			
			-33.52659095	3	0.000825			
			-33.8	2	0.002325			
			-33.82513661	2	0.023018105			
			-33.93333333	2	0.058235318			
			-34	2	0.000075			
			-34.14507772	1	0.010357255			
			-34.33526012	3	0.001481928			
			-34.454	2	0.07			
			-34.5	2	0.02085			
			-35	2	0.192			
			-35	2	0.019819503			
			-35	2	0.000144631			
			-35	2	-0.27985283			
			-35.1	2	0.044276083			
			-35.26	2	0.0315			
			-35.68202349	2	0.037168142			
			-35.7	2	-0.001244612			
			-35.96899225	2	0.080915645			
			-36	2	0.018			
			-36	2	0.006			
			-36	2	2.50237E-05			
			-36.03758621	2	0.042627737			
			-36.504	1	0.03			
			-36.6	2	0.02625			
			-36.8	2	0.0547352			
			-36.96721311	2	0.021508972			
			-37	2	0.069367775			
			-37	2	0.02085934			
			-37	1	0			
			-37.27848101	2	0.00075			
			-37.5	2	0.010442485			
			-37.5	2	0.090155971			
			-37.8	2	0.31511594			
			-37.8	2	0.014119918			
			-38	1	0.014			
			-38	1	0.0086			
			-38	2	0.0000975			
			-38.1	2	0.102413666			
			-38.1	2	0.045204253			
			-38.13953488	2	0.290628128			
			-38.57	2	0.029579379			
			-38.7	2	-0.440106123			
			-38.80829016	1	0.010554993			
			-38.85501646	3	0.010575			
			-38.9	2	0.014925			
			-39	2	-0.003			
			-39.05045841	2	0.000353319			
			-39.05045841	2	-0.000957173			
			-39.32642487	1	0.12149138			
			-39.42622951	2	0.018239185			
			-39.6	2	0.009241812			
			-39.6	2	0.023967245			
			-39.7	2	0.00015			
			-39.7	2	0.028739521			
			-39.9	2	0.024767349			
			-39.9	2	0.024247098			
			-40	2	0.07425			
			-40	2	-0.000357143			
			-40	1	-0.0009			
			-40	2	-0.001071429			
			-40.34285714	2	0.035620438			
			-40.6	2	0.0021			
			-40.8	2	-0.054979922			
			-40.9	2	0.098047622			
			-40.9	2	0.037373848			
			-40.95	2	0.016711185			
			-41	2	0.0673904			
			-41	2	0.002113821			
			-41	2	-0.00714097			
			-41.2	2	0.007863685			
			-41.3	2	-0.0006			
			-41.8	2	0.00131166			
			-42	1	0.03525			
			-42	2	0.01038756			
			-42.08130081	2	0.042477876			
			-42.1	2	0.296370425			
			-42.1	2	0.011153855			
			-42.15846995	2	0.025533326			
			-42.4	2	0.150983654			
			-42.5	2	-0.000675			
			-42.95336788	1	0.010293301			
			-43	2	0.044			
			-43	3	0.001956522			
			-43	3	0.000782609			
			-43.11	2	0.056596923			
			-43.3	2	0.006525			
			-43.69942197	3	-0.002819277			
			-43.75	2	0.018165532			
			-43.8	2	0.027645163			
			-43.8	2	0.009155725			
			-44.44444444	2	-0.00027606			
			-44.61748634	2	0.021886256			
			-44.65116279	2	0.01708598			
			-44.7	2	0.008475			
			-45	2	0.02			
			-45.1	1	0.000225			
			-45.3	3	0.017954			
			-45.4	2	-0.0018			
			-45.44090092	2	0.042217323			
			-45.70776256	1	0.010413752			
			-46	1	0.00137			
			-46.93956347	2	-0.000931478			
			-46.93956347	2	-0.001085653			
			-46.93956347	2	-0.001316916			
			-46.93956347	2	-0.001753747			
			-46.93956347	2	-0.002062099			
			-47	2	0.01425			
			-47	2	-0.00124334			
			-47.86127168	3	-0.001554217			
			-47.9	2	0.209951228			
			-47.9	2	0.023967245			
			-47.9316625	2	0.060468245			
			-48	1	-0.005357143			
			-48.3	2	0.000225			
			-49	2	0.019			
			-49	1	0.0022			
			-49	1	-0.001			
			-49.5	2	0.062929442			
			-49.5	2	0.01139114			
			-50	2	0.030780042			
			-50	1	-0.00015			
			-50	1	-0.0002			
			-50	1	-0.000225			
			-50	3	0.0171			
			-50	3	-0.001			
			-50	3	-0.006			
			-50.02	2	0.045066229			
			-50.7	2	0.010539023			
			-51.6	2	0.0013851			
