1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1
1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,68,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,62,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,240,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,168,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,266,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,137,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,151,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,293,1,1,1,1,1,1,1,1,1,1,1
126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,266,1,1,1,1,1,1,1,1,1,1,1
88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110,1,1,1,1,1,1,139,1,1,1,1,1,1,1,1,1,1,1,1,1
193,1,157,118,1,1,1,173,1,1,69,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,42,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,33,1,1,4,1,1,1,10,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,34,1,3,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,10,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,18,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,28,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,12,1,2,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,11,1,1,1,1,1
