0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493.6716398,0,0,0
0,0,0,0,0,0,0,493.6716398,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,12835.46264,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1974.686559,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,493.6716398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,493.6716398,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,493.6716398,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2468.358199,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,17862.08952,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,11354.44772,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,10860.77608,0,0,0,0,0,0,0,0,0,0,0
987.3432796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,493.6716398,0,0,0,0,0,0,0,0,0,0,0
2468.358199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13822.80591,0,0,0,0,0,0,2962.029839,0,0,0,0,0,0,0,0,0,0,0,0,0
638811.1019,0,505519.7592,3455.701479,0,0,0,35544.35807,0,0,2962.029839,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,987.3432796,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2468.358199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,493.6716398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,12341.791,0,0,987.3432796,0,0,0,79481.13401,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,83924.17877,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3455.701479,126379.9398,0,987.3432796,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,15303.82083,10860.77608,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,137240.7159,638317.4303,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15303.82083,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1481.014919,3949.373118,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2468.358199,14316.47755,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,12835.46264,6911.402957,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,48379.8207,62202.62662,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,987.3432796,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4443.044758,1481.014919,0,493.6716398,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5924.059678,57265.91022,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3949.373118,987.3432796,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,987.3432796,987.3432796,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,987.3432796,0,0,1481.014919,0,0,0,2468.358199,0,0,6911.402957,370.2537299,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1481.014919,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4936.716398,0,0,0,0,0,0,109595.104,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,92316.59664,0,0,493.6716398,0,0,61.70895498
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3455.701479,0,0,0,0,0,0
987.3432796,0,0,0,432826.6102,32026.94763,0,0,0,0,10367.10444,56648.82067,380065.4537,0,0,0,0,6417.731318,75531.76089,132365.7084,0
987.3432796,0,197468.6559,4443.044758,745320.7582,575744.5499,0,493.6716398,0,0,987.3432796,0,60906.73856,0,0,0,0,0,0,0,0
21721.55215,0,2468.358199,23202.56707,0,0,76951.06686,31594.98495,0,0,38506.38791,0,0,0,38506.38791,0,0,987.3432796,0,0,61.70895498
0,0,0,0,0,0,0,0,0,0,0,0,0,0,37519.04463,0,0,0,0,0,61.70895498
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,493.6716398,0,0,987.3432796,0,0,0,493.6716398,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,10860.77608,0,0,0,0,0,0,0,0,0,0
